time;date;cpu_use;ram_total;ram_used;ram_free;disk_total;disk_free;disk_perc;
13:03:52;13/May/2020;1.3;948.3;192.1;487.0;30G;3.7G;13%;
13:03:52;13/May/2020;1.3;948.3;192.7;486.4;30G;3.7G;13%;
13:03:53;13/May/2020;1.2;948.3;193.3;485.8;30G;3.7G;13%;
13:03:53;13/May/2020;2.5;948.3;193.8;485.3;30G;3.7G;13%;
13:03:54;13/May/2020;1.2;948.3;194.1;484.9;30G;3.7G;13%;
13:03:54;13/May/2020;3.8;948.3;194.3;484.8;30G;3.7G;13%;
13:03:54;13/May/2020;14.8;948.3;199.6;479.4;30G;3.7G;13%;
13:03:55;13/May/2020;22.4;948.3;205.4;473.6;30G;3.7G;13%;
13:03:55;13/May/2020;26.3;948.3;214.4;464.7;30G;3.7G;13%;
13:03:55;13/May/2020;28.9;948.3;214.1;464.6;30G;3.7G;13%;
13:03:56;13/May/2020;26.3;948.3;213.9;464.7;30G;3.7G;13%;
13:03:56;13/May/2020;27.6;948.3;213.8;464.7;30G;3.7G;13%;
13:03:57;13/May/2020;26.3;948.3;214.5;464.1;30G;3.7G;13%;
13:03:57;13/May/2020;28.0;948.3;214.1;464.5;30G;3.7G;13%;
13:03:57;13/May/2020;26.0;948.3;215.4;463.1;30G;3.7G;13%;
13:03:58;13/May/2020;28.9;948.3;216.0;462.6;30G;3.7G;13%;
13:03:58;13/May/2020;27.6;948.3;215.9;462.7;30G;3.7G;13%;
13:03:58;13/May/2020;30.3;948.3;209.0;469.5;30G;3.7G;13%;
13:03:59;13/May/2020;43.8;948.3;224.5;453.1;30G;3.7G;13%;
13:03:59;13/May/2020;27.6;948.3;222.7;453.4;30G;3.7G;13%;
13:03:59;13/May/2020;28.9;948.3;223.3;452.8;30G;3.7G;13%;
13:04:00;13/May/2020;28.0;948.3;223.3;452.8;30G;3.7G;13%;
13:04:00;13/May/2020;27.6;948.3;223.3;452.8;30G;3.7G;13%;
13:04:01;13/May/2020;31.6;948.3;223.5;452.6;30G;3.7G;13%;
13:04:01;13/May/2020;28.6;948.3;224.3;451.8;30G;3.7G;13%;
13:04:01;13/May/2020;26.7;948.3;224.6;451.6;30G;3.7G;13%;
13:04:02;13/May/2020;26.3;948.3;224.8;451.4;30G;3.7G;13%;
13:04:02;13/May/2020;26.7;948.3;218.3;457.8;30G;3.7G;13%;
13:04:02;13/May/2020;49.4;948.3;235.6;440.5;30G;3.7G;13%;
13:04:03;13/May/2020;26.7;948.3;233.0;443.2;30G;3.7G;13%;
13:04:03;13/May/2020;27.6;948.3;233.1;443.0;30G;3.7G;13%;
13:04:03;13/May/2020;29.3;948.3;233.2;442.9;30G;3.7G;13%;
13:04:04;13/May/2020;28.9;948.3;233.7;442.4;30G;3.7G;13%;
13:04:04;13/May/2020;26.3;948.3;233.7;442.4;30G;3.7G;13%;
13:04:04;13/May/2020;29.5;948.3;234.2;441.9;30G;3.7G;13%;
13:04:05;13/May/2020;26.3;948.3;234.2;441.9;30G;3.7G;13%;
13:04:05;13/May/2020;26.3;948.3;233.9;442.2;30G;3.7G;13%;
13:04:06;13/May/2020;28.9;948.3;227.9;448.1;30G;3.7G;13%;
13:04:06;13/May/2020;62.7;948.3;248.3;423.0;30G;3.7G;13%;
13:04:06;13/May/2020;77.4;948.3;248.0;423.0;30G;3.7G;13%;
13:04:07;13/May/2020;50.0;948.3;248.6;422.4;30G;3.7G;13%;
13:04:07;13/May/2020;29.9;948.3;249.0;421.9;30G;3.7G;13%;
13:04:07;13/May/2020;27.6;948.3;249.5;421.5;30G;3.7G;13%;
13:04:08;13/May/2020;28.0;948.3;249.6;421.4;30G;3.7G;13%;
13:04:08;13/May/2020;25.0;948.3;249.3;421.7;30G;3.7G;13%;
13:04:09;13/May/2020;30.3;948.3;249.8;421.2;30G;3.7G;13%;
13:04:09;13/May/2020;26.3;948.3;249.8;421.2;30G;3.7G;13%;
13:04:09;13/May/2020;25.0;948.3;249.6;421.4;30G;3.7G;13%;
13:04:10;13/May/2020;24.7;948.3;243.2;427.8;30G;3.7G;13%;
13:04:10;13/May/2020;90.0;948.3;267.4;403.5;30G;3.7G;13%;
13:04:10;13/May/2020;92.9;948.3;266.2;404.8;30G;3.7G;13%;
13:04:11;13/May/2020;83.0;948.3;264.5;406.4;30G;3.7G;13%;
13:04:11;13/May/2020;52.6;948.3;264.5;406.5;30G;3.7G;13%;
13:04:12;13/May/2020;51.8;948.3;264.3;406.6;30G;3.7G;13%;
13:04:12;13/May/2020;52.6;948.3;264.7;406.1;30G;3.7G;13%;
13:04:12;13/May/2020;50.0;948.3;264.6;406.2;30G;3.7G;13%;
13:04:13;13/May/2020;36.4;948.3;265.8;405.0;30G;3.7G;13%;
13:04:13;13/May/2020;26.9;948.3;265.7;405.2;30G;3.7G;13%;
13:04:14;13/May/2020;28.0;948.3;266.0;404.9;30G;3.7G;13%;
13:04:14;13/May/2020;26.7;948.3;259.4;411.4;30G;3.7G;13%;
13:04:14;13/May/2020;89.6;948.3;267.8;403.0;30G;3.7G;13%;
